0 , 51 , 0 , (42474,(39.74118, 116.070466)) , (42475,(39.74118, 116.070466)) , (42476,(39.74118, 116.070466)) , (32798,(39.721528, 116.079755)) , (34054,(39.721183, 116.083319)) , (11374,(39.716837, 116.091163)) , (31922,(39.719787, 116.092065)) , (35314,(39.723501, 116.0945)) , (40638,(39.723192, 116.105349)) , (35492,(39.682541, 116.107411)) , (31879,(39.691484, 116.109027)) , (39102,(39.724273, 116.113595)) , (39103,(39.724273, 116.113595)) , (49518,(39.729878, 116.114208)) , (20065,(39.723436, 116.114912)) , (42485,(39.7259, 116.115425)) , (22589,(39.730463, 116.115464)) , (27748,(39.723436, 116.115482)) , (22774,(39.724569, 116.115606)) , (34177,(39.723434, 116.115665)) , (26371,(39.724324, 116.115763)) , (12273,(39.726152, 116.116202)) , (25862,(39.726435, 116.116259)) , (39796,(39.723931, 116.116488)) , (7382,(39.729806, 116.118442)) , (7381,(39.729905, 116.118443)) , (33072,(39.73179, 116.118671)) , (23861,(39.732745, 116.118677)) , (51800,(39.730122, 116.11868)) , (37448,(39.732933, 116.118687)) , (30990,(39.73078, 116.118712)) , (4643,(39.731313, 116.118717)) , (20022,(39.732494, 116.118947)) , (32620,(39.72981, 116.11914)) , (56,(39.72927, 116.119278)) , (17597,(39.729335, 116.119371)) , (17596,(39.729336, 116.119371)) , (45484,(39.730851, 116.1194)) , (28093,(39.726079, 116.119467)) , (39285,(39.726126, 116.119472)) , (51220,(39.726186, 116.119472)) , (47277,(39.725393, 116.119477)) , (40959,(39.726339, 116.119485)) , (9579,(39.726399, 116.119488)) , (50403,(39.726502, 116.119501)) , (38828,(39.726521, 116.119503)) , (44424,(39.726566, 116.119509)) , (27366,(39.726634, 116.119519)) , (21549,(39.726715, 116.119531)) , (41729,(39.729649, 116.119817)) , (35971,(39.72597, 116.119867))
1 , 51 , 0 , (20524,(39.729734, 116.11993)) , (28356,(39.728809, 116.119954)) , (9018,(39.724242, 116.119977)) , (48249,(39.702303, 116.120372)) , (3427,(39.726623, 116.120578)) , (25116,(39.723358, 116.120651)) , (50291,(39.726344, 116.120691)) , (47371,(39.729931, 116.121101)) , (47372,(39.729931, 116.121101)) , (15889,(39.726636, 116.121273)) , (23427,(39.717714, 116.121285)) , (30879,(39.730149, 116.121415)) , (36382,(39.729374, 116.121481)) , (42904,(39.742855, 116.121498)) , (14124,(39.729302, 116.12151)) , (23053,(39.733188, 116.12151)) , (21642,(39.729596, 116.121655)) , (21643,(39.729596, 116.121655)) , (47038,(39.729753, 116.121658)) , (17902,(39.729632, 116.12169)) , (31802,(39.729754, 116.121692)) , (10945,(39.726271, 116.121696)) , (2846,(39.727021, 116.12172)) , (1253,(39.723127, 116.121828)) , (15274,(39.726723, 116.121871)) , (4361,(39.726637, 116.12193)) , (4609,(39.704086, 116.122063)) , (45814,(39.72173, 116.1223)) , (34053,(39.726317, 116.122385)) , (31261,(39.731669, 116.122516)) , (6160,(39.731014, 116.122522)) , (45693,(39.731014, 116.122522)) , (27421,(39.73326, 116.123084)) , (18239,(39.733262, 116.123273)) , (17134,(39.705449, 116.123308)) , (13388,(39.724968, 116.12333)) , (39009,(39.725397, 116.123366)) , (50963,(39.729116, 116.123376)) , (25978,(39.724955, 116.12347)) , (47332,(39.727543, 116.123483)) , (10184,(39.715747, 116.123627)) , (3804,(39.723701, 116.123683)) , (23841,(39.726661, 116.123713)) , (21402,(39.727432, 116.123716)) , (47331,(39.728974, 116.123724)) , (2692,(39.706018, 116.123828)) , (44884,(39.728124, 116.123846)) , (32909,(39.73142, 116.123949)) , (32910,(39.73142, 116.123949)) , (31041,(39.723373, 116.124037)) , (3099,(39.730877, 116.124083))
2 , 51 , 0 , (6857,(39.731221, 116.124111)) , (43324,(39.730985, 116.124183)) , (3063,(39.731366, 116.124384)) , (43080,(39.732652, 116.124497)) , (15231,(39.707081, 116.124818)) , (45406,(39.730842, 116.124925)) , (23359,(39.730966, 116.125026)) , (6198,(39.730097, 116.125168)) , (22632,(39.730801, 116.1254)) , (37914,(39.73088, 116.1255)) , (5150,(39.731461, 116.125562)) , (5554,(39.730981, 116.12594)) , (4448,(39.742414, 116.126312)) , (4358,(39.709375, 116.126507)) , (3365,(39.730167, 116.126529)) , (42878,(39.742647, 116.12662)) , (48855,(39.722946, 116.127211)) , (22784,(39.710052, 116.127405)) , (18271,(39.746406, 116.127453)) , (31972,(39.72662, 116.127592)) , (32992,(39.746162, 116.127596)) , (1372,(39.729585, 116.127883)) , (45809,(39.727962, 116.127906)) , (39469,(39.746016, 116.128209)) , (29912,(39.723013, 116.128574)) , (573,(39.729398, 116.128704)) , (1395,(39.729571, 116.128738)) , (15011,(39.729406, 116.128742)) , (36518,(39.72936, 116.128791)) , (17078,(39.727361, 116.128879)) , (7019,(39.727322, 116.128901)) , (37148,(39.729021, 116.129026)) , (19840,(39.740378, 116.129064)) , (47957,(39.739585, 116.129076)) , (19975,(39.735257, 116.12929)) , (42766,(39.730966, 116.12941)) , (25477,(39.72596, 116.1295)) , (18870,(39.7294, 116.129513)) , (27599,(39.739582, 116.129859)) , (43594,(39.740672, 116.129859)) , (49607,(39.740941, 116.130348)) , (46182,(39.737761, 116.131207)) , (42006,(39.718078, 116.131294)) , (42007,(39.718078, 116.131294)) , (7200,(39.73129, 116.131741)) , (8597,(39.742262, 116.131802)) , (36667,(39.729669, 116.132349)) , (40870,(39.73582, 116.13256)) , (33204,(39.742555, 116.133167)) , (21138,(39.734468, 116.133807)) , (48193,(39.734637, 116.133823))
3 , 51 , 0 , (8121,(39.734331, 116.133867)) , (32768,(39.73465, 116.133895)) , (10534,(39.734649, 116.13416)) , (20270,(39.730787, 116.134226)) , (36231,(39.717951, 116.134664)) , (31479,(39.714445, 116.134927)) , (41536,(39.729064, 116.13494)) , (50257,(39.729168, 116.135008)) , (4146,(39.728675, 116.135041)) , (38748,(39.728886, 116.135284)) , (48770,(39.729021, 116.135352)) , (6250,(39.729175, 116.135366)) , (46396,(39.72916, 116.135377)) , (4416,(39.728406, 116.135476)) , (15444,(39.724825, 116.135503)) , (26664,(39.719026, 116.13562)) , (23046,(39.730962, 116.135628)) , (38408,(39.745673, 116.135735)) , (21388,(39.728637, 116.135754)) , (13986,(39.730758, 116.13576)) , (42173,(39.728655, 116.135793)) , (42174,(39.728655, 116.135793)) , (3729,(39.728656, 116.135795)) , (24983,(39.728412, 116.135797)) , (11528,(39.723685, 116.135832)) , (17168,(39.73401, 116.135877)) , (3728,(39.731062, 116.135881)) , (28190,(39.731062, 116.135881)) , (33752,(39.728636, 116.13589)) , (16297,(39.72756, 116.135895)) , (5292,(39.724478, 116.135902)) , (42217,(39.724543, 116.135902)) , (9399,(39.724691, 116.135902)) , (10638,(39.725052, 116.135902)) , (25396,(39.725972, 116.135902)) , (40292,(39.731064, 116.135951)) , (47837,(39.745678, 116.135954)) , (49457,(39.719406, 116.135955)) , (39846,(39.730785, 116.135973)) , (46112,(39.730785, 116.135973)) , (6161,(39.727665, 116.136002)) , (30174,(39.73805, 116.13613)) , (27007,(39.737802, 116.136134)) , (4099,(39.737052, 116.136148)) , (20999,(39.736962, 116.13615)) , (35746,(39.73625, 116.136163)) , (21213,(39.732329, 116.13618)) , (10882,(39.732391, 116.13618)) , (11801,(39.731968, 116.136182)) , (50793,(39.732034, 116.136182)) , (20889,(39.730433, 116.136186))
4 , 51 , 0 , (47699,(39.730141, 116.136188)) , (45206,(39.730147, 116.136188)) , (47206,(39.729886, 116.136189)) , (8690,(39.72994, 116.136189)) , (25476,(39.729944, 116.136189)) , (18374,(39.729833, 116.13619)) , (8499,(39.725566, 116.136206)) , (4712,(39.726231, 116.136206)) , (3730,(39.725984, 116.136331)) , (25143,(39.72998, 116.136339)) , (8527,(39.731708, 116.136339)) , (40449,(39.730182, 116.136341)) , (20888,(39.730434, 116.136341)) , (41738,(39.726786, 116.136343)) , (25882,(39.725124, 116.136349)) , (7389,(39.726001, 116.136362)) , (16356,(39.724266, 116.136391)) , (50658,(39.731202, 116.136435)) , (6520,(39.730785, 116.136462)) , (46181,(39.735781, 116.13652)) , (38005,(39.738026, 116.136522)) , (1677,(39.736561, 116.136795)) , (25596,(39.726697, 116.136833)) , (18059,(39.726637, 116.136953)) , (15791,(39.736123, 116.136978)) , (31649,(39.726125, 116.137084)) , (20149,(39.726692, 116.137171)) , (9589,(39.723144, 116.137287)) , (25901,(39.726693, 116.13741)) , (44183,(39.723142, 116.137489)) , (44156,(39.736118, 116.137516)) , (32330,(39.726692, 116.137553)) , (33935,(39.726291, 116.137603)) , (2343,(39.726692, 116.137603)) , (7151,(39.726694, 116.137753)) , (20113,(39.726389, 116.137828)) , (17503,(39.721608, 116.137854)) , (26109,(39.726691, 116.137868)) , (39059,(39.72389, 116.137942)) , (45357,(39.723843, 116.137952)) , (44778,(39.735879, 116.138113)) , (17871,(39.745798, 116.138117)) , (17036,(39.7458, 116.138117)) , (42125,(39.721982, 116.138137)) , (13055,(39.726411, 116.138206)) , (39170,(39.726687, 116.138443)) , (5564,(39.735554, 116.138633)) , (27115,(39.735342, 116.138703)) , (22998,(39.735244, 116.138706)) , (30247,(39.730675, 116.138726)) , (26018,(39.735409, 116.138934))
5 , 51 , 0 , (12287,(39.735349, 116.138937)) , (17534,(39.730328, 116.138965)) , (1933,(39.735446, 116.138991)) , (45775,(39.726669, 116.139042)) , (37919,(39.72577, 116.139052)) , (17424,(39.735446, 116.139061)) , (5147,(39.742031, 116.139078)) , (16935,(39.732438, 116.139084)) , (20978,(39.726672, 116.139092)) , (12288,(39.735653, 116.13917)) , (19892,(39.726672, 116.139192)) , (7931,(39.72577, 116.139266)) , (28167,(39.726673, 116.139296)) , (21364,(39.735783, 116.139502)) , (36052,(39.735866, 116.139554)) , (10832,(39.735866, 116.139611)) , (12289,(39.735866, 116.139611)) , (20068,(39.735864, 116.139759)) , (21045,(39.73568, 116.139841)) , (7827,(39.726666, 116.140329)) , (35539,(39.726394, 116.140377)) , (35540,(39.726394, 116.140377)) , (28798,(39.730737, 116.140448)) , (14144,(39.73105, 116.140483)) , (17956,(39.723723, 116.140596)) , (23606,(39.723723, 116.140596)) , (40296,(39.739537, 116.140612)) , (17594,(39.734134, 116.140701)) , (4168,(39.739216, 116.140817)) , (48013,(39.726286, 116.141003)) , (40464,(39.745491, 116.141014)) , (26467,(39.726293, 116.141131)) , (28058,(39.738754, 116.141161)) , (24072,(39.738944, 116.141264)) , (24625,(39.723162, 116.141402)) , (50514,(39.74401, 116.141533)) , (28578,(39.726211, 116.1416)) , (28579,(39.726211, 116.1416)) , (9198,(39.740659, 116.141662)) , (22688,(39.723162, 116.141665)) , (25750,(39.741169, 116.141681)) , (50335,(39.741203, 116.141681)) , (50336,(39.741203, 116.141681)) , (42483,(39.737177, 116.141686)) , (33704,(39.73173, 116.141698)) , (40848,(39.745152, 116.141724)) , (21264,(39.745621, 116.141724)) , (28512,(39.745884, 116.141725)) , (34761,(39.746017, 116.141725)) , (36628,(39.746157, 116.141725)) , (16370,(39.740159, 116.141742))
6 , 51 , 0 , (44188,(39.722554, 116.141874)) , (543,(39.743857, 116.141895)) , (37179,(39.741229, 116.1419)) , (9797,(39.742002, 116.141902)) , (31432,(39.740342, 116.141913)) , (21111,(39.740244, 116.141914)) , (26312,(39.722834, 116.141915)) , (2377,(39.738439, 116.141931)) , (45242,(39.732286, 116.141933)) , (4867,(39.731059, 116.141938)) , (48479,(39.731059, 116.141938)) , (48480,(39.731059, 116.141938)) , (21785,(39.734568, 116.141939)) , (23672,(39.730453, 116.141946)) , (11475,(39.726792, 116.142006)) , (6891,(39.731059, 116.142008)) , (45411,(39.74142, 116.142203)) , (4868,(39.741497, 116.142204)) , (6424,(39.741889, 116.142205)) , (18061,(39.740069, 116.14222)) , (19540,(39.739846, 116.142224)) , (3169,(39.731733, 116.142239)) , (40963,(39.731755, 116.142239)) , (37784,(39.735016, 116.142246)) , (34139,(39.740172, 116.1423)) , (21732,(39.740028, 116.142305)) , (27470,(39.739607, 116.142353)) , (36453,(39.722574, 116.142423)) , (42005,(39.72316, 116.142528)) , (7462,(39.744864, 116.142558)) , (49057,(39.722585, 116.142607)) , (17952,(39.738527, 116.142632)) , (48048,(39.739423, 116.142682)) , (232,(39.741143, 116.142759)) , (19133,(39.741401, 116.142821)) , (29820,(39.736165, 116.142948)) , (48143,(39.741202, 116.143007)) , (39745,(39.738803, 116.143022)) , (35570,(39.722497, 116.143344)) , (25192,(39.72448, 116.143407)) , (33958,(39.726601, 116.143608)) , (25395,(39.731265, 116.143626)) , (10396,(39.723734, 116.14368)) , (45110,(39.726421, 116.143706)) , (8707,(39.726714, 116.144025)) , (51825,(39.726714, 116.144184)) , (33121,(39.726601, 116.144284)) , (31833,(39.680577, 116.144518)) , (48816,(39.744205, 116.144597)) , (8946,(39.735011, 116.144608)) , (34401,(39.731251, 116.144612))
7 , 51 , 0 , (33094,(39.734744, 116.144645)) , (1124,(39.731451, 116.144848)) , (41699,(39.731645, 116.14485)) , (1123,(39.731453, 116.144878)) , (42064,(39.734961, 116.144955)) , (15917,(39.731905, 116.144959)) , (17054,(39.730728, 116.144979)) , (30533,(39.726602, 116.145025)) , (8240,(39.73227, 116.145069)) , (6739,(39.732156, 116.145087)) , (15509,(39.730729, 116.145092)) , (27914,(39.731272, 116.145197)) , (22634,(39.72604, 116.145245)) , (45588,(39.746292, 116.145288)) , (23748,(39.731607, 116.14533)) , (11198,(39.730729, 116.145332)) , (23370,(39.731268, 116.145465)) , (30616,(39.726422, 116.145488)) , (34648,(39.731303, 116.145522)) , (38757,(39.726314, 116.145638)) , (39930,(39.731021, 116.14615)) , (16505,(39.731279, 116.146309)) , (21942,(39.731176, 116.146319)) , (7105,(39.730229, 116.146472)) , (47156,(39.73034, 116.146616)) , (34882,(39.730732, 116.146733)) , (26377,(39.730732, 116.146811)) , (1720,(39.728072, 116.147041)) , (16793,(39.73197, 116.147218)) , (38232,(39.73281, 116.147335)) , (42294,(39.73026, 116.147447)) , (42145,(39.741483, 116.147448)) , (27628,(39.731416, 116.147459)) , (995,(39.732472, 116.147478)) , (13665,(39.728101, 116.14749)) , (8197,(39.726091, 116.147561)) , (36095,(39.731558, 116.147611)) , (15839,(39.735518, 116.147611)) , (32068,(39.73372, 116.14762)) , (37597,(39.730732, 116.147656)) , (32098,(39.731099, 116.147717)) , (34684,(39.729032, 116.147731)) , (41256,(39.733298, 116.147855)) , (17151,(39.733505, 116.147855)) , (28309,(39.732853, 116.147885)) , (50146,(39.735328, 116.148032)) , (14764,(39.731196, 116.148424)) , (34902,(39.737128, 116.148428)) , (4059,(39.73713, 116.148429)) , (43729,(39.737258, 116.148499)) , (46907,(39.737025, 116.148524))
8 , 51 , 0 , (119,(39.737412, 116.148588)) , (25394,(39.731822, 116.148626)) , (47365,(39.7313, 116.148671)) , (45251,(39.737556, 116.148675)) , (28180,(39.700946, 116.148698)) , (20359,(39.737713, 116.148777)) , (46249,(39.737839, 116.148859)) , (5284,(39.695511, 116.148878)) , (35139,(39.723147, 116.148885)) , (20207,(39.741419, 116.148885)) , (41153,(39.731478, 116.14896)) , (37794,(39.702428, 116.14899)) , (42141,(39.703757, 116.149011)) , (2881,(39.737901, 116.14904)) , (3130,(39.704048, 116.149055)) , (36084,(39.723146, 116.149058)) , (7299,(39.738225, 116.149115)) , (23809,(39.70472, 116.149142)) , (11124,(39.705314, 116.14917)) , (35399,(39.731971, 116.149175)) , (35141,(39.705585, 116.149229)) , (34041,(39.70579, 116.149252)) , (10326,(39.741933, 116.149726)) , (23091,(39.732138, 116.149735)) , (33856,(39.732356, 116.149743)) , (6291,(39.736461, 116.149795)) , (28788,(39.72361, 116.149969)) , (8052,(39.739454, 116.150008)) , (33614,(39.716082, 116.150163)) , (11284,(39.71608, 116.150205)) , (2778,(39.741277, 116.150262)) , (43215,(39.739913, 116.150299)) , (15010,(39.740116, 116.150315)) , (44965,(39.740106, 116.150321)) , (37109,(39.741019, 116.150333)) , (15700,(39.734983, 116.150353)) , (9178,(39.732925, 116.150391)) , (18862,(39.741579, 116.150399)) , (29539,(39.733397, 116.15056)) , (17927,(39.74051, 116.150623)) , (49213,(39.738788, 116.150666)) , (10875,(39.733251, 116.150741)) , (10376,(39.740976, 116.150999)) , (72,(39.740848, 116.151061)) , (20201,(39.74092, 116.151159)) , (21590,(39.740986, 116.151199)) , (9889,(39.742375, 116.151229)) , (34784,(39.742421, 116.151247)) , (48217,(39.740998, 116.151284)) , (22523,(39.740984, 116.151429)) , (18159,(39.7438, 116.151775))
9 , 51 , 0 , (1311,(39.744471, 116.152134)) , (14143,(39.745697, 116.152135)) , (20219,(39.744836, 116.152328)) , (41088,(39.731342, 116.152537)) , (45027,(39.723139, 116.152543)) , (51791,(39.745316, 116.152629)) , (22071,(39.731343, 116.15268)) , (3770,(39.745224, 116.152686)) , (5960,(39.723138, 116.152942)) , (39944,(39.746183, 116.153046)) , (1323,(39.735285, 116.153197)) , (29152,(39.731347, 116.153475)) , (7811,(39.731134, 116.153507)) , (8578,(39.736, 116.153812)) , (45611,(39.723134, 116.15498)) , (16272,(39.723134, 116.155055)) , (26640,(39.722754, 116.15522)) , (6193,(39.722314, 116.155605)) , (2526,(39.736903, 116.156272)) , (45704,(39.722685, 116.156901)) , (30835,(39.724283, 116.157341)) , (43855,(39.724155, 116.157342)) , (2194,(39.724135, 116.15768)) , (42560,(39.723936, 116.157681)) , (795,(39.725819, 116.157913)) , (29126,(39.723765, 116.157935)) , (47649,(39.725778, 116.158165)) , (28325,(39.723606, 116.158741)) , (18583,(39.723364, 116.158859)) , (38123,(39.742266, 116.159465)) , (4842,(39.723127, 116.159542)) , (4143,(39.741975, 116.159708)) , (18698,(39.726199, 116.159825)) , (10372,(39.723126, 116.159852)) , (24568,(39.72336, 116.159898)) , (33625,(39.723125, 116.159937)) , (29084,(39.723124, 116.160166)) , (36034,(39.723124, 116.160216)) , (23768,(39.723124, 116.160287)) , (22375,(39.723567, 116.160569)) , (43662,(39.723358, 116.160614)) , (38083,(39.723358, 116.160741)) , (42037,(39.723666, 116.161435)) , (15414,(39.722658, 116.161731)) , (29191,(39.725143, 116.162355)) , (51873,(39.723134, 116.162403)) , (4161,(39.724889, 116.162417)) , (30143,(39.724193, 116.162463)) , (165,(39.724095, 116.162478)) , (43911,(39.72397, 116.162494)) , (24073,(39.723844, 116.162508))
